# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,9.669999999999998,1.6,-50.86214016236564,0,2.5,0.0989645016355156,-145.0,0.0,0.05598747570690147
 0.10224242388240648,9.67824767121741,1.5898649334332213,-50.86214016236564,0.2556060597060162,2.5,0.0989645016355156,-144.99427570477667,1.7538465930087555,0.4078936428611956
 0.14434158879452838,9.686451078904598,1.5798107526871126,-50.788304685416,0.36085397198632096,2.5000000000000004,0.10367681562705215,-144.97710372303925,2.3904709005111604,0.8905548190717893
 0.17647544061776527,9.694611052096517,1.5698371337023946,-50.711489647711225,0.44118860154441314,2.4999999999999987,0.10851458750979832,-144.94848676644273,2.9627732160010196,1.4864276442861026
 0.2034242212465696,9.70272841982811,1.5599437524197874,-50.63164652226031,0.5085605531164239,2.4999999999999987,0.11347979757516564,-144.90842935393627,3.510727058099975,2.1800879184211808
 0.22704324250323749,9.710804011134329,1.5501302847800114,-50.54872658524869,0.5676081062580937,2.5000000000000004,0.11857438814847483,-144.85693781104968,4.050607226885857,2.9618496913282972
 0.24828589446473714,9.718838655050115,1.540396406723787,-50.46268094569522,0.6207147361618428,2.5,0.12380025837990609,-144.7940202688945,4.59099861653457,3.8249727763694095
 0.2677196552678824,9.726833180610424,1.5307417941918344,-50.37346057673391,0.669299138169706,2.5000000000000044,0.1291592576971945,-144.71968666288,5.137116074269441,4.764447908051568
 0.2857150103206357,9.734788416850193,1.5211661231248736,-50.28101634903023,0.7142875258015892,2.499999999999997,0.13465318039849491,-144.63394873114427,5.692437379924639,5.7763773618625045
 0.30252982562078057,9.742705192804376,1.5116690694636254,-50.18529906587916,0.7563245640519514,2.4999999999999982,0.14028375832666146,-144.53682001270062,6.259445646804128,6.857622371236455
 0.31835224358535974,9.75058433750792,1.50225030914881,-50.08625950062885,0.7958806089633993,2.5,0.1460526543414177,-144.42831584529966,6.840009982863898,8.005585906486905
 0.3333245995993446,9.758426679995772,1.4929095181211476,-49.98384843602621,0.8333114989983613,2.4999999999999964,0.15196145527088084,-144.3084533630072,7.435598057409894,9.218070644391085
 0.34755771567860383,9.766233049302876,1.4836463723213582,-49.87801670575638,0.8688942891965095,2.5,0.15801166407339748,-144.17725149349877,8.047402635982078,10.49318167747924
 0.3611399200860848,9.774004274464186,1.4744605476901624,-49.76871523820516,0.902849800215212,2.500000000000006,0.16420469166387594,-144.03473095507042,8.676420699652116,11.829257320400995
 0.3741429935282143,9.781741184514642,1.4653517201682806,-49.655895102632776,0.9353574838205356,2.4999999999999956,0.17054184932140956,-143.8809142533674,9.323504902035912,13.224818346800566
 0.38662623308646443,9.7894446084892,1.456319565696433,-49.53950755741815,0.966565582716161,2.5,0.17702433925194422,-143.71582567782994,9.989398009630314,14.678529757146594
 0.398639314974737,9.797115375422798,1.44736376021534,-49.41950410111391,0.9965982874368423,2.4999999999999956,0.18365324632538133,-143.5394912978579,10.674756593694832,16.189171326548273
 0.41022436373237753,9.804754314350392,1.4384839796657216,-49.29583652550001,1.0255609093309437,2.5,0.19042952783944087,-143.35193895869403,11.380167513890255,17.75561446398464
 0.4214174813837153,9.81236225430692,1.4296798999882983,-49.168456971625105,1.053543703459288,2.4999999999999902,0.1973540048766383,-143.15319827702686,12.106159632378338,19.37680370931279
 0.43224989956072063,9.819940024327341,1.4209511971237903,-49.037317987969594,1.0806247489018013,2.4999999999999947,0.20442735105255927,-142.94330063631384,12.853212071422485,21.05174170475012
 0.44274886242982253,9.82748845344659,1.412297547012918,-48.90237259168305,1.106872156074556,2.5,0.21165008322891365,-142.72227918182574,13.621760149057245,22.779476813379446
 0.45293831358864217,9.835008370699624,1.403718625596402,-48.76357433194707,1.1323457839716051,2.5,0.21902254977787833,-142.49016881541235,14.412199453701103,24.559092785179605
 0.46283943768748753,9.842500605121385,1.395214108814962,-48.62087735661866,1.1570985942187184,2.499999999999989,0.22654492035497123,-142.24700618999123,15.224888723104412,26.389700028138076
 0.4724710926877511,9.849965985746826,1.3867836726093186,-48.47423648102031,1.1811777317193772,2.499999999999986,0.2342171737791879,-141.99282970375975,16.060151633449227,28.27042815347567
 0.48185015862154856,9.857405341610889,1.3784269929201922,-48.323607259943415,1.204625396553871,2.5000000000000058,0.242039087030755,-141.72767949413162,16.918277905726452,30.200419543410096
 0.4909918217807691,9.86481950174852,1.3701437456883028,-48.16894606209517,1.2274795544519224,2.5000000000000093,0.25001022295559755,-141.45159743139862,17.79952377297291,32.17882374849491
 0.4999098083896829,9.872209295194672,1.3619336068543713,-48.01021014744276,1.2497745209742068,2.499999999999997,0.2581299180660086,-141.16462711211895,18.70411198360322,34.20479256461561
 0.5086165783349673,9.879575550984292,1.3537962523591174,-47.847357747370694,1.271541445837418,2.500000000000006,0.2663972704524448,-140.86681385223267,19.63223144036871,36.27747567210311
 0.5171234870051342,9.886919098152323,1.3457313581432613,-47.6803481475159,1.292808717512835,2.4999999999999933,0.27481112711723754,-140.55820467990588,20.584036531326017,38.39601674418461
 0.5254409214392647,9.894240765733716,1.3377386001475238,-47.509141773276845,1.3136023035981614,2.50000000000002,0.28337007104376394,-140.23884832810435,21.559646171824763,40.55954995107585
 0.5335784156078203,9.901541382763414,1.3298176543126248,-47.3337002782775,1.3339460390195506,2.5000000000000204,0.2920724089765715,-139.90879522689823,22.559142713614307,42.76719680054299
